ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	logFC	logCPM	F	PValue	FDR	coef	cluster
ENSMUSG00000027669	Gnb4	Gnb4	14696	guanine nucleotide binding protein (G protein), beta 4	7.3264105913813005	6.0396614564536755	3363.9957702411107	2.0717500117405834e-30	3.554501495143319e-26	StrainCAST	H
ENSMUSG00000028184	Adgrl2	Adgrl2	99633	adhesion G protein-coupled receptor L2	-10.622155091143991	5.420868489419988	2372.9833403416455	2.4586764841079177e-28	1.3925922667753922e-24	StrainCAST	H
ENSMUSG00000019055	Plod1	Plod1	18822	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	-3.0338278979366176	7.379916091379227	2341.15711792293	2.95676398545123e-28	1.3925922667753922e-24	StrainCAST	H
ENSMUSG00000026458	Ppfia4	Ppfia4	68507	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	-4.456592888274788	7.594194882204466	2323.7661209145854	3.27378937274207e-28	1.3925922667753922e-24	StrainCAST	H
ENSMUSG00000044626	Liph	Liph	239759	lipase, member H	-6.823383391517249	5.132631945017473	2287.5014125142247	4.058379281854031e-28	1.3925922667753922e-24	StrainCAST	H
ENSMUSG00000029915	Clec5a	Clec5a	23845	C-type lectin domain family 5, member a	-3.4461874610176424	6.449006651188493	2109.5054257844777	1.2262956635662878e-27	3.5065924499678e-24	StrainCAST	H
ENSMUSG00000030246	Ldhb	Ldhb	16832	lactate dehydrogenase B	4.265689360074524	8.73245765724662	2054.7072711193637	1.7560211027999266e-27	4.30400772296262e-24	StrainCAST	H
ENSMUSG00000043943	Naalad2	Naalad2	72560	N-acetylated alpha-linked acidic dipeptidase 2	-6.469426084730151	5.288913652720078	2002.053190590748	2.5019576902023395e-27	5.365761011350192e-24	StrainCAST	H
ENSMUSG00000030148	Clec4a2	Clec4a2	26888	C-type lectin domain family 4, member a2	4.160365436529544	7.117685382459597	1762.1018978146512	1.424288517981011e-26	2.715168678111134e-23	StrainCAST	H
ENSMUSG00000042249	Adrbk2	Grk3	320129	G protein-coupled receptor kinase 3	-4.8065588211349235	4.8367071813554565	1741.12685536042	1.676387616344482e-26	2.876178233362228e-23	StrainCAST	H
ENSMUSG00000028080	Lrba	Lrba	80877	LPS-responsive beige-like anchor	-3.275225971296622	7.360075961039202	1716.5645672509704	2.0339054791566755e-26	3.172337845990098e-23	StrainCAST	H
ENSMUSG00000034413	Neurl1b	Neurl1b	240055	neuralized E3 ubiquitin protein ligase 1B	10.271048427207917	4.216451448590947	1682.4380623722625	2.6727813135731714e-26	3.821409083081242e-23	StrainCAST	H
ENSMUSG00000021087	Rtn1	Rtn1	104001	reticulon 1	-2.9331879998054378	6.3100061105128	1653.2140351247156	3.3919700917826844e-26	4.4766177588242704e-23	StrainCAST	H
ENSMUSG00000040272	Accs	Accs	329470	1-aminocyclopropane-1-carboxylate synthase (non-functional)	-3.362828222770813	5.402591558237279	1632.747747685333	4.0179554794916574e-26	4.924004440117026e-23	StrainCAST	H
ENSMUSG00000038763	Alpk3	Alpk3	116904	alpha-kinase 3	-11.519400913430367	5.103614994724506	2189.391799233727	5.797065259232449e-26	6.466180034785233e-23	StrainCAST	H
ENSMUSG00000022817	Itgb5	Itgb5	16419	integrin beta 5	-4.5334660299763865	9.3978597452353565	1584.6955623590911	6.030126511427623e-26	6.466180034785233e-23	StrainCAST	H
ENSMUSG00000025576	Rbfox3	Rbfox3	52897	RNA binding protein, fox-1 homolog (C. elegans) 3	9.538905505262672	5.137192821190044	1563.316877190714	7.252195793880424e-26	7.319171955035672e-23	StrainCAST	H
ENSMUSG00000001020	S100a4	S100a4	20198	S100 calcium binding protein A4	4.278654477280481	4.688787918353745	1493.08943764329	1.3537268564925332e-25	1.2787637217541665e-22	StrainCAST	H
