ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	PWK_logFC	PWK_FDR	B6J_logFC	B6J_FDR	CAST_logFC	CAST_FDR
ENSMUSG00000027014	Cwc22	Cwc22	80744	CWC22 spliceosome-associated protein	-5.083733184301438	6.676167082964302e-30	-5.664971796046843	5.11444366277768e-37	-4.582295198453387	4.0192532204274767e-32
ENSMUSG00000054702	Ap1s3	Ap1s3	252903	adaptor-related protein complex AP-1, sigma 3	-3.357232150604857	6.676167082964302e-30	0.060952142365580705	0.8269074914748009	-3.429351401058351	1.6687098396643596e-33
ENSMUSG00000027848	Olfml3	Olfml3	99543	olfactomedin-like 3	-4.353461600479785	9.400862369762478e-28	-0.893631295086776	1.2644535221174606e-7	-0.5741219975618281	3.2745281356074774e-4
ENSMUSG00000020100	Slc29a3	Slc29a3	71279	solute carrier family 29 (nucleoside transporters), member 3	2.7667805706751083	1.2755767663747333e-27	0.5629586721989798	5.159677170114362e-4	0.6236083804423973	9.526256689400721e-5
ENSMUSG00000073599	Ecscr	Ecscr	68545	endothelial cell surface expressed chemotaxis and apoptosis regulator	-7.531388241075361	2.3291540919930948e-25	-0.022383225698063672	0.9694543320609301	-1.9870919058332859	2.5388339741492284e-14
ENSMUSG00000022671	Mzt2	Mzt2	72083	mitotic spindle organizing protein 2	3.1299920470753633	2.7771680184590194e-25	0.15933687794744558	0.8234659466331093	2.110755278419799	2.5381420801031484e-17
ENSMUSG00000084416	Rpl10a-ps1	NA	NA	NA	-11.48918314014653	4.555710911621424e-24	0.7180831546351134	1.690907431854778e-4	-2.780042152621842	9.803787126785767e-18
ENSMUSG00000072692	Rpl37rt	Rpl37rt	100502825	ribosomal protein L37, retrotransposed	-9.5005214493744	6.328159351305617e-24	0.3725132192140978	0.09495545876140604	-5.864234462273397	4.241667660025384e-24
ENSMUSG00000030124	Lag3	Lag3	16768	lymphocyte-activation gene 3	-5.498636575883089	2.4946300028720856e-23	0.39402926973229957	0.06068192429891083	-3.21778661721443	1.2570682399478265e-20
ENSMUSG00000069892	9930111J21Rik2	9930111J21Rik2	245240	RIKEN cDNA 9930111J21 gene 2	-4.659637523552767	9.49324784934793e-22	1.288890128580233	4.49073464235077e-11	-3.887872484184449	1.6191879175524201e-22
ENSMUSG00000027315	Spint1	Spint1	20732	serine protease inhibitor, Kunitz type 1	10.452895679276203	3.4244456356146046e-20	9.688045389419289	1.397552056836221e-17	-0.046564152366688746	1
