ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	PWK_logFC	PWK_FDR	B6J_logFC	B6J_FDR	CAST_logFC	CAST_FDR
ENSMUSG00000097554	Gm26825	NA	NA	NA	13.15748357065842	2.379773719049925e-21	0.0107485182209252	0.9888911400389716	12.26330316110577	2.0007659330979955e-22
ENSMUSG00000064351	mt-Co1	COX1	17708	cytochrome c oxidase subunit I	2.8743946565673117	2.8999330722320716e-17	0.08018996773687159	0.8734618350465901	2.8110313793732575	1.0720596972430417e-18
ENSMUSG00000022671	Mzt2	Mzt2	72083	mitotic spindle organizing protein 2	3.4052908170789715	2.8999330722320716e-17	-0.2783482690784237	0.6336314401256449	2.2869618072734523	2.380102963249985e-12
ENSMUSG00000047675	Rps8	Rps8	20116	ribosomal protein S8	-2.9810563171315305	2.8999330722320716e-17	-0.48145353355104475	0.029626399180236736	-0.1792571030415662	0.5210586027324919
ENSMUSG00000054702	Ap1s3	Ap1s3	252903	adaptor-related protein complex AP-1, sigma 3	-3.94635264647861	2.8999330722320716e-17	-0.06247667535668815	0.8856977928766699	-3.5350008523730003	3.4568073261788645e-21
ENSMUSG00000038400	Pmepa1	Pmepa1	65112	prostate transmembrane protein, androgen induced 1	-3.853538498141554	2.3411197365595847e-16	-0.4546400778439234	0.07814493933671109	-0.9294121296298596	6.973616648529163e-5
ENSMUSG00000017707	Serinc3	Serinc3	26943	serine incorporator 3	-2.5281116262375525	2.7158722166756826e-15	-0.25281660292062114	0.3208115068740294	0.1661432286365645	0.5271433465671895
ENSMUSG00000027014	Cwc22	Cwc22	80744	CWC22 spliceosome-associated protein	-5.8104961503644885	2.7158722166756826e-15	-4.562855577521679	1.8342216381655224e-24	-4.008385606769209	2.27025018389919e-19
ENSMUSG00000101496	Gm8885	NA	NA	NA	9.215127056872888	3.117650968000224e-15	-3.3811081150784053	0.7397564538939615	-3.64219365197359	0.7725753321415603
ENSMUSG00000072692	Rpl37rt	Rpl37rt	100502825	ribosomal protein L37, retrotransposed	-7.6524569372283535	3.859686058493962e-15	0.24712399433544885	0.47190347666894816	-6.440968433880777	6.5790924394631145e-19
ENSMUSG00000064345	mt-Nd2	ND2	17717	NADH dehydrogenase subunit 2	-4.4396862687218475	1.1608045875334263e-13	0.025318410531965	0.976731365212763	-2.4477116884176735	1.5057223794611307e-11
ENSMUSG00000027315	Spint1	Spint1	20732	serine protease inhibitor, Kunitz type 1	11.699395893120213	1.8953190643121168e-12	10.941922115002045	8.85883492857832e-15	-0.03497913314859051	1
ENSMUSG00000079419	Ms4a6c	Ms4a6c	73656	membrane-spanning 4-domains, subfamily A, member 6C	2.1060753101057084	3.429680902188051e-12	0.10948897613694189	0.8126172109454645	-0.03785366446860227	0.9525661972183188
ENSMUSG00000021423	Ly86	Ly86	17084	lymphocyte antigen 86	-2.066142676358383	1.515368772651127e-11	0.021169469929740396	0.9764362884147632	-1.045259619675957	1.3990589258341157e-6
ENSMUSG00000027848	Olfml3	Olfml3	99543	olfactomedin-like 3	-3.675807443282775	5.587289248654451e-11	-0.8476843268495147	0.0039851285143158175	-1.1899978155205357	8.040133521893383e-5
ENSMUSG00000082884	Gm13339	NA	NA	NA	10.920972273455352	6.291315571467578e-11	-3.9762352986145224	0.6963278428819797	11.19053385467995	7.05124012464682e-12
ENSMUSG00000063328	Gm9396	NA	NA	NA	-13.62912277658067	6.663520552682326e-11	-8.9125874964769	4.8814082439160146e-18	-13.582818364418943	3.1044355627866547e-15
ENSMUSG00000108442	RP23-473E20.3	NA	NA	NA	5.633221655126829	9.361712809474177e-11	-1.1887034712732696	0.520585627096546	2.9808754534698694	2.6415911017430217e-4
ENSMUSG00000018593	Sparc	Sparc	20692	secreted acidic cysteine rich glycoprotein	-1.5443540509852027	1.8674353519409165e-10	-0.8692550555031685	3.983157797695025e-6	-0.7945425196390277	2.4909112351608148e-5
ENSMUSG00000027199	Gatm	Gatm	67092	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	-2.2503134494553243	2.348298629509538e-10	-2.744126883079725	2.668877823260364e-18	-0.03417273461336528	0.9388228006086131
ENSMUSG00000038900	Rpl12	Rpl12	269261	ribosomal protein L12	1.8779206559499046	3.1797496441759286e-10	-4.135877217770674	2.052965203965434e-18	-4.567373947585981	1.4955190097612816e-16
ENSMUSG00000045128	Rpl18a	Rpl18a	76808	ribosomal protein L18A	-2.344523636354302	8.648228303629242e-10	0.036629922922107934	0.9487525150724738	0.7613254724282794	5.44267563362774e-4
ENSMUSG00000036908	Unc93b1	Unc93b1	54445	unc-93 homolog B1, TLR signaling regulator	1.4349015603076731	9.092772820326013e-10	0.44418387497851664	0.04057061221164432	0.27708478937232206	0.26242988847605836
ENSMUSG00000030124	Lag3	Lag3	16768	lymphocyte-activation gene 3	-12.563701314628958	1.1141140352127906e-9	-0.1634740444144089	0.6757969308200822	-1.6441269443193183	1.350867327087351e-6
ENSMUSG00000045672	Col27a1	Col27a1	373864	collagen, type XXVII, alpha 1	-4.021494158819592	1.270693979966881e-9	-0.3524002642906868	0.15864045586979758	0.043534092694602615	0.9223215418846495
ENSMUSG00000036353	P2ry12	P2ry12	70839	purinergic receptor P2Y, G-protein coupled 12	-1.474271109766289	2.7593385007593365e-9	-0.4669329447190502	0.02587357691862518	-0.8046143991349519	3.753660032796581e-5
ENSMUSG00000001418	Glmp	Glmp	56700	glycosylated lysosomal membrane protein	-4.404526768100151	3.360333166566243e-9	-0.4612819351343254	0.06062666811008574	-0.4946321115907649	0.0849767360158003
ENSMUSG00000101776	Gm28268	NA	NA	NA	-3.643766792323404	9.915888757639016e-9	0.274125235486702	0.36554996313842875	-2.9371352717478727	2.7211301403056292e-12
ENSMUSG00000047798	Cd300lf	Cd300lf	246746	CD300 molecule like family member F	3.899978179599361	1.4168880256142511e-8	-0.3987816741637472	0.8124751492646772	2.6658060839418165	1.2726018036142258e-5
ENSMUSG00000082064	Rpl5-ps2	NA	NA	NA	10.898304305024467	1.5039434340923432e-8	-0.10221692872477457	1	9.954094911967184	9.634956819222492e-8
ENSMUSG00000038274	Fau	Fau	14109	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)	5.07744933306305	1.9401243047039363e-8	-0.30759717565014116	0.7397564538939615	4.941435049160439	6.597564738901097e-9
ENSMUSG00000060591	Ifitm2	Ifitm2	80876	interferon induced transmembrane protein 2	2.493346009816662	2.0079835024808896e-8	-1.3395912023905256	0.004987062208560941	-4.254961514159698	2.3269519074889124e-5
ENSMUSG00000047250	Ptgs1	Ptgs1	19224	prostaglandin-endoperoxide synthase 1	-1.8959025168564663	2.0079835024808896e-8	-0.4388372416770898	0.05383357086203989	-2.7268535551514588	2.7291138316202546e-16
ENSMUSG00000020100	Slc29a3	Slc29a3	71279	solute carrier family 29 (nucleoside transporters), member 3	1.5097747727378428	4.083597634796267e-8	0.37570110346600954	0.16455233205140482	0.31937548759281864	0.2879555215757196
ENSMUSG00000050708	Ftl1	Ftl1	14325	ferritin light polypeptide 1	1.1239914782300264	4.3680134416338704e-8	0.01805205751757918	0.976731365212763	0.7679612861149899	1.8960062324531313e-5
