ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	CAST_vs_B6_logFC	CAST_vs_B6_FDR	PWK_vs_B6_logFC	PWK_vs_B6_FDR	WSB_vs_B6_logFC	WSB_vs_B6_FDR
ENSMUSG00000074516	Gm10709	NA	NA	NA	9.780744693651911	2.5773506181661422e-26	-4.732230900000107	0.8122027177634192	-1.0913502545074307	0.8202542268395872
ENSMUSG00000058064	Gm10036	NA	NA	NA	9.180170074119273	2.7954296870631856e-24	-5.528789692498801	0.7252377377044664	-0.36467155590876366	0.9417070404531338
ENSMUSG00000082926	Gm8172	NA	NA	NA	14.17196161793187	2.7954296870631856e-24	-0.09604201467062308	1	0.2991298378843737	0.9789046277141181
ENSMUSG00000048758	Rpl29	Rpl29	19944	ribosomal protein L29	-7.419994355685948	4.115823432120717e-24	0.5374947254302644	0.07896937186662183	-0.3022363402992121	0.31733189921590865
ENSMUSG00000071419	Rps15-ps2	NA	NA	NA	13.51766934728985	1.7647385014942259e-22	-0.08850978971736108	1	4.118137536837971	0.6002652744355559
ENSMUSG00000022817	Itgb5	Itgb5	16419	integrin beta 5	-4.225392880457057	8.788489059468972e-22	-0.9109128537268582	0.0012342883815470301	0.31841154971778846	0.2176142561150426
ENSMUSG00000054702	Ap1s3	Ap1s3	252903	adaptor-related protein complex AP-1, sigma 3	-3.472524188407532	1.436621341757743e-20	-3.883875979571351	9.520671085674211e-17	0.06247667880008243	0.8856977927044264
ENSMUSG00000062611	Rps3a2	NA	NA	NA	15.129715970444355	1.452275044093563e-19	7.504978730821939	0.1497040344975368	0.07167844264052749	1
ENSMUSG00000072692	Rpl37rt	Rpl37rt	100502825	ribosomal protein L37, retrotransposed	-6.6880924398047314	1.7780583338859617e-19	-7.899580945317331	9.297310944257253e-16	-0.24712398114338388	0.4719036646269511
ENSMUSG00000097554	Gm26825	NA	NA	NA	12.252554642799186	5.709454315320784e-19	13.146735052845813	4.895874285433546e-19	-0.010748518145544523	0.988891136180671
ENSMUSG00000064351	mt-Co1	COX1	17708	cytochrome c oxidase subunit I	2.730841418919756	9.91665577922983e-18	2.7942046840047925	9.520671085674211e-17	-0.08018997805320553	0.8734618365953126
ENSMUSG00000027199	Gatm	Gatm	67092	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	2.70995411324652	1.661589863742782e-17	0.49381343129395416	0.34200498623221215	2.7441269071996794	2.6689396750683937e-18
ENSMUSG00000063253	Scoc	Scoc	56367	short coiled-coil protein	-3.826264386848252	2.250250251681704e-17	-1.3483509395573001	9.506450283986988e-5	-0.3386816534973848	0.1512761759319597
ENSMUSG00000023764	Sfi1	Sfi1	78887	Sfi1 homolog, spindle assembly associated (yeast)	2.2416871798642104	1.3461829323201156e-14	1.6962444683409101	2.783767299780733e-7	0.8357753182833658	5.858658788710897e-4
ENSMUSG00000108365	RP24-174G2.2	NA	NA	NA	-4.042611041315727	1.571032587352785e-14	-0.1886299539048376	0.7599926816446859	-0.13780522146333374	0.7184421962275868
ENSMUSG00000093674	Rpl41	Rpl41	67945	ribosomal protein L41	-3.0680554997201277	2.9990205063942535e-14	0.23983732734770238	0.5810870964841164	0.11267378503624999	0.8163434781450023
ENSMUSG00000069892	9930111J21Rik2	9930111J21Rik2	245240	RIKEN cDNA 9930111J21 gene 2	-6.354672536259738	1.8585684751069905e-13	-12.807465345735316	3.533269288292206e-9	-0.7891890313621536	0.0012794094310363995
ENSMUSG00000101776	Gm28268	NA	NA	NA	-3.2112604970534564	2.0145117990485752e-13	-3.9178920121764462	7.732847167066622e-10	-0.2741252283567815	0.3655499631965873
ENSMUSG00000072940	Gm10443	NA	NA	NA	-13.16109484288769	4.993249963971872e-13	0.2291776041958671	0.6765504521979717	-0.25932439178052746	0.48198208784994984
ENSMUSG00000051652	Lrrc3	Lrrc3	237387	leucine rich repeat containing 3	-11.726698659416886	7.38092224130483e-13	-11.75299032422287	1.2754118600877807e-7	0.022442524059497655	1
ENSMUSG00000022587	Ly6e	Ly6e	17069	lymphocyte antigen 6 complex, locus E	-1.9086285748429208	7.38092224130483e-13	-0.1818410896854023	0.6467575510817919	0.44115164888001696	0.0510229423142706
ENSMUSG00000026031	Cflar	Cflar	12633	CASP8 and FADD-like apoptosis regulator	-2.49825003746214	9.792880725693785e-13	-1.19621331164997	9.436432288167018e-4	-0.1361811658642779	0.6701557979472113
ENSMUSG00000047250	Ptgs1	Ptgs1	19224	prostaglandin-endoperoxide synthase 1	-2.288016301664854	1.1432665183229503e-12	-1.4570652317669852	2.1468216916590852e-5	0.43883728802679034	0.053833566250977356
ENSMUSG00000022671	Mzt2	Mzt2	72083	mitotic spindle organizing protein 2	2.565310072658391	4.3492633305515664e-12	3.6836390881118537	9.180235411488096e-17	0.2783482710709589	0.6336314449377087
ENSMUSG00000035258	Abi3bp	Abi3bp	320712	ABI gene family, member 3 (NESH) binding protein	11.033421639298876	5.74213872909076e-12	-0.029526534028243966	1	8.430444616141115	7.77366411800145e-5
ENSMUSG00000026458	Ppfia4	Ppfia4	68507	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	-2.8127779965975366	6.4095282746521e-12	-1.155871892504247	0.0052429951890528	-0.25730217459015015	0.4002964373000546
ENSMUSG00000064345	mt-Nd2	ND2	17717	NADH dehydrogenase subunit 2	-2.4730300765028366	1.885439468698409e-11	-4.465004687404662	1.2160451499020175e-13	-0.025318414929236092	0.9767313565518058
ENSMUSG00000027669	Gnb4	Gnb4	14696	guanine nucleotide binding protein (G protein), beta 4	10.818622171484284	1.915968394441005e-11	9.818819829924351	3.920750808874201e-5	3.5694801523746653	0.6772764000295028
ENSMUSG00000009585	Apobec3	Apobec3	80287	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3	1.6919855551719138	3.939318544040578e-11	-0.8702937982120007	0.08489667506267772	-0.6222752362123972	0.01647992826637963
ENSMUSG00000082884	Gm13339	NA	NA	NA	15.166769158297202	3.939318544040578e-11	14.897207560547042	2.365651925835899e-10	3.9762353046935726	0.6963278927451012
ENSMUSG00000031851	Ntpcr	Ntpcr	66566	nucleoside-triphosphatase, cancer-related	-4.05880199410179	5.686577884763957e-11	-2.296591516389914	2.8546040105125787e-4	-1.7236424589169703	2.728351442251793e-9
ENSMUSG00000068397	Gm10240	NA	NA	NA	11.075688643957982	1.0555146393341608e-10	-0.06023828624168055	0.999664179170092	-0.14085381710506517	1
ENSMUSG00000028391	Wdr31	Wdr31	71354	WD repeat domain 31	1.9314577341393948	2.0749623460177714e-10	-1.875474915234007	0.0032418744825672076	-2.1843936102958335	1.022345236516446e-9
ENSMUSG00000030148	Clec4a2	Clec4a2	26888	C-type lectin domain family 4, member a2	1.9138809919523148	2.5897304958346806e-10	-3.079547720426641	0.0024929956049534337	-1.2851638981458455	1.1224514452534417e-4
ENSMUSG00000094403	Mir692-2	Mir692-2	735288	microRNA 692-2	10.668454794848566	4.4758633328580096e-10	-0.089015870821288	1	2.181840055547445	0.8426414325312441
ENSMUSG00000027447	Cst3	Cst3	13010	cystatin C	1.0561679489136027	9.792612357173577e-10	0.2779743882930213	0.21878212479676584	0.6102053133371924	1.8090910933621989e-4
ENSMUSG00000060143	Gm10076	NA	NA	NA	11.47937253956205	1.2325930218390593e-9	-4.744055848050552	0.888369760463683	3.1341506205256273	0.28154784915981107
ENSMUSG00000005054	Cstb	Cstb	13014	cystatin B	1.9184797697096283	1.2876312522674003e-9	1.097715479515511	0.015930781251601564	0.24971468920185075	0.5697135176353602
ENSMUSG00000008348	Ubc	Ubc	22190	ubiquitin C	-1.459533654296467	1.4493478957928783e-9	-0.6531955658313907	0.022353634297688354	0.2709973629911307	0.3009568094886359
ENSMUSG00000029919	Hpgds	Hpgds	54486	hematopoietic prostaglandin D synthase	-1.5550939132950656	1.4493478957928783e-9	-1.3559731498925935	8.93280782546522e-6	-0.39337346088633035	0.08951455092020237
ENSMUSG00000062210	Tnfaip8	Tnfaip8	106869	tumor necrosis factor, alpha-induced protein 8	-3.5129274732369686	1.4493478957928783e-9	-0.0030374144882959744	1	-0.690263792925151	0.010799761289163774
ENSMUSG00000030246	Ldhb	Ldhb	16832	lactate dehydrogenase B	1.1827046815899882	3.4893531278253867e-9	-3.5270997773921207	9.666334677080433e-13	-3.0050941011398624	4.257215438902613e-22
ENSMUSG00000020717	Pecam1	Pecam1	18613	platelet/endothelial cell adhesion molecule 1	3.1232356267975057	6.643890543868095e-9	2.3123804154606367	0.006508961760418523	1.1682266950545477	0.0510229423142706
ENSMUSG00000038274	Fau	Fau	14109	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)	5.249032263531836	7.93885362185636e-9	5.3850465354461665	1.5376713288089422e-8	0.3075972520343885	0.7397563300969805
ENSMUSG00000044811	AF251705	Cd300c2	140497	CD300C molecule 2	1.22443781858898	8.709912972921257e-9	0.8312927018128848	6.487520437141895e-4	0.05518730877019673	0.8995270061114607
ENSMUSG00000104022	Gm37214	NA	NA	NA	-5.855320018280805	8.709912972921257e-9	-0.3478863402301258	0.7550759539639621	-0.24729142077330998	0.5942773658933945
ENSMUSG00000031996	Aplp2	Aplp2	11804	amyloid beta (A4) precursor-like protein 2	1.7236163763970234	1.0997609100895327e-8	1.638159547204136	2.2317203894223614e-5	0.9338861173473236	3.7862775871688595e-4
ENSMUSG00000073599	Ecscr	Ecscr	68545	endothelial cell surface expressed chemotaxis and apoptosis regulator	-3.2550725479510163	1.305637092099537e-8	-12.334686646146666	4.086928569501366e-7	-0.268277326225967	0.46286341158834776
ENSMUSG00000031827	Cotl1	Cotl1	72042	coactosin-like 1 (Dictyostelium)	1.3216775667843224	2.1841189107697424e-8	1.1417866864257464	2.792312030456539e-5	0.11489325878155993	0.7836436757711827
ENSMUSG00000022303	Dcstamp	Dcstamp	75766	dendrocyte expressed seven transmembrane protein	10.21920060559486	2.2970190000266886e-8	9.42132418126817	7.231949687513467e-4	4.532104885633506	0.5074646627593047
ENSMUSG00000078490	Cfap74	Cfap74	544678	cilia and flagella associated protein 74	2.562239119051489	2.350334797825346e-8	-1.6492096892960095	0.38301610087871896	0.07029068752492593	0.9590882686579197
ENSMUSG00000027315	Spint1	Spint1	20732	serine protease inhibitor, Kunitz type 1	-10.97690124816652	2.893945267439631e-8	0.757473778104672	0.22052709808843174	-10.941922115014863	8.858847308562442e-15
ENSMUSG00000083282	Ctsf	Ctsf	56464	cathepsin F	1.4267072016474263	3.6737479631428794e-8	0.13421312077844896	0.9120910492573865	1.3392266393748202	1.2411947909332882e-8
ENSMUSG00000067058	Rps15a-ps5	NA	NA	NA	8.679817919823202	4.0426744268978694e-8	-4.594888099999703	0.8989312487917364	0.8769445298164422	0.8700291528921905
ENSMUSG00000083483	Gm14044	NA	NA	NA	7.427004997760156	4.547304864087036e-8	-6.818474720693072	0.7516824756223789	-0.7530157806254648	0.8661812880420362
ENSMUSG00000033917	Gde1	Gde1	56209	glycerophosphodiester phosphodiesterase 1	2.0969780872136594	4.547304864087036e-8	2.0569353291008947	3.4515271712995125e-5	-0.30048354773805835	0.6521057033488961
ENSMUSG00000067575	Rpl35a-ps3	NA	NA	NA	6.330255770369121	4.547304864087036e-8	6.369548083900044	3.525984796256354e-7	5.467272782166463	3.77726761767915e-7
ENSMUSG00000094664	Rpl35a-ps6	NA	NA	NA	6.330255770369121	4.547304864087036e-8	6.369548083900044	3.525984796256354e-7	5.467272782166463	3.77726761767915e-7
ENSMUSG00000095526	Gm10243	NA	NA	NA	6.330255770369121	4.547304864087036e-8	6.369548083900044	3.525984796256354e-7	5.467272782166463	3.77726761767915e-7
ENSMUSG00000002014	Ssr4	Ssr4	20832	signal sequence receptor, delta	1.2129548518896351	4.628760157613134e-8	0.1717570750776893	0.7069996238653892	0.14809660420580675	0.6772764000295028
ENSMUSG00000050299	Gm9843	NA	NA	NA	-15.07474106097354	5.896525537686518e-8	-16.27363247425845	2.107702457102993e-6	-0.1734718333380276	0.8611935957356757
