ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	CAST_vs_B6_logFC	CAST_vs_B6_FDR	PWK_vs_B6_logFC	PWK_vs_B6_FDR	WSB_vs_B6_logFC	WSB_vs_B6_FDR
ENSMUSG00000054702	Ap1s3	Ap1s3	252903	adaptor-related protein complex AP-1, sigma 3	-3.481217150827575	7.489569423573011e-31	-3.407921697117676	9.36840753590469e-28	-0.14759126152126698	0.5566238641882535
ENSMUSG00000069515	Lyz1	Lyz1	17110	lysozyme 1	8.432288659370958	2.885895585816912e-30	-2.9619864222825063	0.24427082898222113	1.9991031354994808	0.17399166541068267
ENSMUSG00000022817	Itgb5	Itgb5	16419	integrin beta 5	-4.122821785061303	3.418146294916412e-30	-0.464499731526264	0.01658810299490977	0.21613829967602144	0.4026315014035005
ENSMUSG00000058603	Rpl28-ps1	NA	NA	NA	-10.860884858054277	3.418146294916412e-30	-0.427254729032962	0.047463547792429304	-11.24317293719798	5.79587622172945e-28
ENSMUSG00000048758	Rpl29	Rpl29	19944	ribosomal protein L29	-8.132312660975549	4.0459344281423834e-29	0.05663906928097881	0.9944876373385249	-0.41970719467291595	0.07876209739165384
ENSMUSG00000074516	Gm10709	NA	NA	NA	7.73568528266605	1.3764491620796964e-28	-3.3736879875890287	0.15527025477200876	2.5478640247210507	0.008678478069397151
ENSMUSG00000058064	Gm10036	NA	NA	NA	6.67281935258525	4.163430781202993e-28	-4.61023271771729	0.010281864308585013	-1.5508294745890483	0.4048769258725712
ENSMUSG00000097554	Gm26825	NA	NA	NA	9.860803022328666	4.423865813434008e-25	10.765086999713267	7.0040621862508705e-28	-0.2423375736900456	0.9771211829012482
ENSMUSG00000063253	Scoc	Scoc	56367	short coiled-coil protein	-3.3042955171246557	3.761467177231626e-24	-0.35812167247274745	0.11469727982555485	-0.29347348264433915	0.258993464693301
ENSMUSG00000071419	Rps15-ps2	NA	NA	NA	8.36943802162562	3.994125384601083e-24	1.291868814404324	0.5676547437762025	2.687696772169846	0.12713426397645375
ENSMUSG00000069892	9930111J21Rik2	9930111J21Rik2	245240	RIKEN cDNA 9930111J21 gene 2	-4.771838951687106	6.011849700560354e-24	-5.458889010245672	1.0102391957889355e-21	-1.0364658690753534	1.9884158803829822e-5
ENSMUSG00000101776	Gm28268	NA	NA	NA	-3.5359546877270596	2.2998091500116982e-23	-3.3977011807631152	5.342325830717828e-20	-0.2347873153059251	0.44150832685563485
ENSMUSG00000026458	Ppfia4	Ppfia4	68507	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	-4.03723164696258	1.1050056498974832e-22	-1.4071896220794642	2.9281380003169503e-8	0.08947328941755078	0.8860786403863844
ENSMUSG00000027199	Gatm	Gatm	67092	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	2.698020968101435	1.2457081469913312e-21	-0.02009854252042957	0.9740060183350499	3.022178563706875	1.3798670422896277e-23
ENSMUSG00000031851	Ntpcr	Ntpcr	66566	nucleoside-triphosphatase, cancer-related	-4.23501220410409	2.0523677244876377e-21	-2.2727456222554814	2.4002816997727448e-12	-1.4829013649324914	5.778093243756114e-8
ENSMUSG00000030785	Cox6a2	Cox6a2	12862	cytochrome c oxidase subunit 6A2	4.3009302944163235	2.5147936959316814e-20	2.105748651138298	8.982597673265678e-8	1.3156694119232213	0.0025192306793462246
ENSMUSG00000066258	Trim12a	Trim12a	76681	tripartite motif-containing 12A	-4.205659010592873	3.641138791918503e-20	-2.767706803492606	8.092157310114865e-13	-2.7493952196313836	2.9749308246529057e-13
ENSMUSG00000072692	Rpl37rt	Rpl37rt	100502825	ribosomal protein L37, retrotransposed	-5.484566288143689	3.880984626906967e-20	-8.048583797363762	1.1810450523948427e-19	-0.3252843237433202	0.291970591573291
ENSMUSG00000089929	Bcl2a1b	Bcl2a1b	12045	B cell leukemia/lymphoma 2 related protein A1b	-2.5594719106539565	7.88096994128097e-20	-0.6581215550523234	0.0016589709006589494	-1.150418850586579	6.679234564181226e-8
ENSMUSG00000096979	Gm26880	NA	NA	NA	4.347940933782055	1.0529387296375295e-19	1.0112414303654431	0.10206337215086586	-3.565524945830269	0.004446087887334933
ENSMUSG00000023764	Sfi1	Sfi1	78887	Sfi1 homolog, spindle assembly associated (yeast)	2.4673055377011406	1.1308303787897663e-19	2.530906328679902	3.3772539477276944e-19	0.8007259189112638	0.001049458108794226
ENSMUSG00000051652	Lrrc3	Lrrc3	237387	leucine rich repeat containing 3	-4.439591129333265	1.2343183413726978e-19	-2.88809880028394	4.96032974842546e-13	-0.3091990799394545	0.4289736656179171
ENSMUSG00000078377	Gm4294	NA	NA	NA	-8.999288820730424	1.6648642848213126e-19	-2.0939072434363166	3.7053213767869994e-9	-0.047658465983467665	0.9543765794272765
ENSMUSG00000020717	Pecam1	Pecam1	18613	platelet/endothelial cell adhesion molecule 1	3.9322935165138855	6.111681056385497e-19	2.7750649472405584	2.3482649138169637e-10	1.2852378650071445	0.01992557179096801
ENSMUSG00000108365	RP24-174G2.2	NA	NA	NA	-3.5120198005062653	6.569036100664312e-19	-0.12204080433318006	0.7256186306593837	-0.12026877946205199	0.7889063197372712
ENSMUSG00000028080	Lrba	Lrba	80877	LPS-responsive beige-like anchor	-3.4493402617152005	8.068280693264341e-19	-2.3677512570666366	2.8740138200952483e-12	0.5130804432133155	0.04264077389331964
ENSMUSG00000064345	mt-Nd2	ND2	17717	NADH dehydrogenase subunit 2	-3.23208165847895	2.582985431670504e-18	-4.03794751289665	8.32611761961719e-19	-0.0925605720475917	0.8254562408236318
ENSMUSG00000027669	Gnb4	Gnb4	14696	guanine nucleotide binding protein (G protein), beta 4	8.9473840049347	3.929368637067711e-18	8.421140427166439	5.6682017620837806e-15	2.0898778878161997	0.5823491223970129
ENSMUSG00000030124	Lag3	Lag3	16768	lymphocyte-activation gene 3	-2.7186192537309344	1.6364741285037928e-17	-5.5636043765011935	1.2495767136508479e-21	-0.1614106651244402	0.6790138141720996
