ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	logFC	logCPM	F	PValue	FDR	coef	cluster
ENSMUSG00000027669	Gnb4	Gnb4	14696	guanine nucleotide binding protein (G protein), beta 4	7.6658199772213775	6.0396614665276065	3568.2401977580294	9.233190064495405e-31	1.5841384193654766e-26	StrainCAST	H
ENSMUSG00000031851	Ntpcr	Ntpcr	66566	nucleoside-triphosphatase, cancer-related	-4.4197094580174685	6.625943724249983	3250.211460418248	3.3201214857781836e-30	2.848166216574815e-26	StrainCAST	H
ENSMUSG00000026458	Ppfia4	Ppfia4	68507	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	-4.468583875769456	7.594194879475825	2335.4099377984307	3.0577060061899152e-28	1.7487020649400126e-24	StrainCAST	H
ENSMUSG00000044626	Liph	Liph	239759	lipase, member H	-6.717891004039881	5.1326319291449405	2215.636935118715	6.275414000983504e-28	2.6916819503718492e-24	StrainCAST	H
ENSMUSG00000069892	9930111J21Rik2	9930111J21Rik2	245240	RIKEN cDNA 9930111J21 gene 2	-4.894387608304931	7.3272032998092955	1960.6649576937953	3.3262792640697064e-27	1.1413794666728791e-23	StrainCAST	H
ENSMUSG00000002104	Rapsn	Rapsn	19400	receptor-associated protein of the synapse	-7.338631926297451	4.346801079523561	1897.110573513844	5.2117797056305e-27	1.4903084068250415e-23	StrainCAST	H
ENSMUSG00000042249	Adrbk2	Grk3	320129	G protein-coupled receptor kinase 3	-4.842587790907171	4.836707161567255	1774.5682636063755	1.2939634216738422e-26	3.171504346522587e-23	StrainCAST	H
ENSMUSG00000079671	2610203C22Rik	2610203C22Rik	72481	RIKEN cDNA 2610203C22 gene	-6.314993798296893	5.273673131390637	1746.2144471907586	1.6111197173724455e-26	3.455247623869881e-23	StrainCAST	H
ENSMUSG00000001020	S100a4	S100a4	20198	S100 calcium binding protein A4	4.662393766960683	4.688787943468081	1688.5258653408112	2.5446345044940476e-26	4.8509215770671523e-23	StrainCAST	H
ENSMUSG00000035258	Abi3bp	Abi3bp	320712	ABI gene family, member 3 (NESH) binding protein	7.644510461601403	4.8079414999183525	1525.1559107732794	1.0144682959650224e-25	1.7405232553871888e-22	StrainCAST	H
ENSMUSG00000022817	Itgb5	Itgb5	16419	integrin beta 5	-4.372536962359093	9.397859744820286	1496.1742202797789	1.316319484301583e-25	2.0530993992874784e-22	StrainCAST	H
ENSMUSG00000020415	Pttg1	Pttg1	30939	pituitary tumor-transforming gene 1	-4.0095645078198645	3.8468274408317895	1486.3863620437426	1.438973038104414e-25	2.0573717012297858e-22	StrainCAST	H
ENSMUSG00000094403	Mir692-2	Mir692-2	735288	microRNA 692-2	12.687280804702127	3.7205935431277193	2143.9907630175608	1.7880251690014074e-25	2.3597806018890114e-22	StrainCAST	H
ENSMUSG00000022106	Rcbtb2	Rcbtb2	105670	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	-2.6405552566317847	6.834165096694256	1447.5282511553185	2.0614281698498876e-25	2.4630724858237913e-22	StrainCAST	H
ENSMUSG00000054702	Ap1s3	Ap1s3	252903	adaptor-related protein complex AP-1, sigma 3	-3.441759176550091	9.80187100632869	1440.2187350115316	2.207974883842051e-25	2.4630724858237913e-22	StrainCAST	H
ENSMUSG00000043943	Naalad2	Naalad2	72560	N-acetylated alpha-linked acidic dipeptidase 2	-5.497893043129508	5.288913641299186	1427.3690697474874	2.4933790505343856e-25	2.4630724858237913e-22	StrainCAST	H
ENSMUSG00000052760	A630001G21Rik	A630001G21Rik	319997	RIKEN cDNA A630001G21 gene	-5.201253705656781	4.502477979883622	1425.911160306134	2.5281784468241583e-25	2.4630724858237913e-22	StrainCAST	H
ENSMUSG00000034413	Neurl1b	Neurl1b	240055	neuralized E3 ubiquitin protein ligase 1B	5.925971459828258	4.2164514743200074	1418.114083030917	2.7233484636005446e-25	2.4630724858237913e-22	StrainCAST	H
ENSMUSG00000063253	Scoc	Scoc	56367	short coiled-coil protein	-3.276612569363785	8.381854664587685	1417.9488624078638	2.727655023060677e-25	2.4630724858237913e-22	StrainCAST	H
ENSMUSG00000079110	Capn3	Capn3	12335	calpain 3	-3.4803844378116473	6.023714082946006	1392.8114744731192	3.4763238413487586e-25	2.9821644073010326e-22	StrainCAST	H
ENSMUSG00000029059	Fam213b	Prxl2b	66469	peroxiredoxin like 2B	-12.432799130062888	4.715199818153004	2746.772021437738	3.9478337822286303e-25	3.225380200080791e-22	StrainCAST	H
ENSMUSG00000040272	Accs	Accs	329470	1-aminocyclopropane-1-carboxylate synthase (non-functional)	-3.068097256649272	5.402591545406733	1371.3025989738235	4.292777565423375e-25	3.347781122271311e-22	StrainCAST	H
ENSMUSG00000029915	Clec5a	Clec5a	23845	C-type lectin domain family 5, member a	-2.687700252017648	6.449006646338528	1334.6332622455052	6.197733725402738e-25	4.579034236602978e-22	StrainCAST	H
ENSMUSG00000028080	Lrba	Lrba	80877	LPS-responsive beige-like anchor	-2.8405662068880564	7.360075957814049	1331.3904578757324	6.405363506351429e-25	4.579034236602978e-22	StrainCAST	H
ENSMUSG00000002190	Clgn	Clgn	12745	calmegin	-5.31075210353481	4.648578190041315	1308.7967175064657	8.076278373755829e-25	5.54258832234115e-22	StrainCAST	H
ENSMUSG00000025576	Rbfox3	Rbfox3	52897	RNA binding protein, fox-1 homolog (C. elegans) 3	5.738799469726025	5.137192843339792	1302.0289719686132	8.663571662387388e-25	5.716957654291554e-22	StrainCAST	H
ENSMUSG00000015314	Slamf6	Slamf6	30925	SLAM family member 6	-4.221340552318686	5.2579876694128	1298.1330217096813	9.022294563277122e-25	5.733166956375762e-22	StrainCAST	H
ENSMUSG00000024340	Btnl2	Btnl2	547431	butyrophilin-like 2	8.708286441470666	4.077135139363097	1287.8247350345575	1.0050528816305953e-24	6.158461532191472e-22	StrainCAST	H
ENSMUSG00000028184	Adgrl2	Adgrl2	99633	adhesion G protein-coupled receptor L2	-8.635915065693025	5.420868495329758	1252.34467024914	1.4668134708366966e-24	8.677971972119036e-22	StrainCAST	H
